"Angle","Shift_X","Shift_Y","mIoU"
"0.4","-80","80","0.821"
"0.4","-60","-80","0.821"
"0.4","-60","-60","0.82"
"0.4","-60","-40","0.82"
"0.4","-60","-20","0.815"
"0.4","-60","0","0.819"
"0.4","-60","20","0.819"
"0.4","-60","40","0.816"
"0.4","-60","60","0.813"
"0.4","-60","80","0.815"
"0.4","-40","-80","0.82"
"0.4","-40","-60","0.82"
"0.4","-40","-40","0.82"
"0.4","-40","-20","0.817"
"0.4","-40","0","0.823"
"0.4","-40","20","0.817"
"0.4","-40","40","0.815"
"0.4","-40","60","0.816"
"0.4","-40","80","0.819"
"0.4","-20","-80","0.82"
"0.4","-20","-60","0.818"
"0.4","-20","-40","0.82"
"0.4","-20","-20","0.82"
"0.4","-20","0","0.824"
"0.4","-20","20","0.817"
"0.4","-20","40","0.816"
"0.4","-20","60","0.818"
"0.4","-20","80","0.821"
"0.4","0","-80","0.821"
"0.4","0","-60","0.819"
"0.4","0","-40","0.821"
"0.4","0","-20","0.819"
"0.4","0","0","0.82"
"0.4","0","20","0.817"
"0.4","0","40","0.818"
"0.4","0","60","0.817"
"0.4","0","80","0.817"
"0.4","20","-80","0.821"
"0.4","20","-60","0.822"
"0.4","20","-40","0.822"
"0.4","20","-20","0.818"
"0.4","20","0","0.82"
"0.4","20","20","0.82"
"0.4","20","40","0.818"
"0.4","20","60","0.817"
"0.4","20","80","0.816"
"0.4","40","-80","0.821"
"0.4","40","-60","0.821"
"0.4","40","-40","0.823"
"0.4","40","-20","0.819"
"0.4","40","0","0.825"
"0.4","40","20","0.818"
"0.4","40","40","0.818"
"0.4","40","60","0.818"
"0.4","40","80","0.819"
"0.4","60","-80","0.822"
"0.4","60","-60","0.819"
"0.4","60","-40","0.821"
"0.4","60","-20","0.821"
"0.4","60","0","0.825"
"0.4","60","20","0.819"
"0.4","60","40","0.819"
"0.4","60","60","0.819"
"0.4","60","80","0.82"
"0.4","80","-80","0.821"
"0.4","80","-60","0.821"
"0.4","80","-40","0.822"
"0.4","80","-20","0.82"
"0.4","80","0","0.822"
"0.4","80","20","0.817"
"0.4","80","40","0.818"
"0.4","80","60","0.819"
"0.4","80","80","0.815"
"0.45","-80","-80","0.818"
"0.45","-80","-60","0.816"
"0.45","-80","-40","0.818"
"0.45","-80","-20","0.814"
"0.45","-80","0","0.817"
"0.45","-80","20","0.816"
"0.45","-80","40","0.814"
"0.45","-80","60","0.813"
"0.45","-80","80","0.814"
"0.45","-60","-80","0.815"
"0.45","-60","-60","0.813"
"0.45","-60","-40","0.814"
"0.45","-60","-20","0.814"
"0.45","-60","0","0.815"
"0.45","-60","20","0.813"
"0.45","-60","40","0.813"
"0.45","-60","60","0.812"
"0.45","-60","80","0.813"
"0.45","-40","-80","0.815"
"0.45","-40","-60","0.813"
"0.45","-40","-40","0.814"
"0.45","-40","-20","0.813"
"0.45","-40","0","0.814"
"0.45","-40","20","0.81"
"0.45","-40","40","0.81"
"0.45","-40","60","0.811"
"0.45","-40","80","0.814"
"0.45","-20","-80","0.819"
"0.45","-20","-60","0.816"
"0.45","-20","-40","0.818"
"0.45","-20","-20","0.815"
"0.45","-20","0","0.817"
"0.45","-20","20","0.816"
"0.45","-20","40","0.815"
"0.45","-20","60","0.811"
"0.45","-20","80","0.816"
"0.45","0","-80","0.814"
"0.45","0","-60","0.812"
"0.45","0","-40","0.816"
"0.45","0","-20","0.814"
"0.45","0","0","0.814"
"0.45","0","20","0.814"
"0.45","0","40","0.814"
"0.45","0","60","0.813"
"0.45","0","80","0.812"
"0.45","20","-80","0.816"
"0.45","20","-60","0.813"
"0.45","20","-40","0.814"
"0.45","20","-20","0.816"
"0.45","20","0","0.817"
"0.45","20","20","0.814"
"0.45","20","40","0.814"
"0.45","20","60","0.813"
"0.45","20","80","0.816"
"0.45","40","-80","0.816"
"0.45","40","-60","0.815"
"0.45","40","-40","0.815"
"0.45","40","-20","0.815"
"0.45","40","0","0.815"
"0.45","40","20","0.812"
"0.45","40","40","0.813"
"0.45","40","60","0.812"
"0.45","40","80","0.813"
"0.45","60","-80","0.823"
"0.45","60","-60","0.82"
"0.45","60","-40","0.822"
"0.45","60","-20","0.819"
"0.45","60","0","0.822"
"0.45","60","20","0.82"
"0.45","60","40","0.82"
"0.45","60","60","0.816"
"0.45","60","80","0.818"
"0.45","80","-80","0.815"
"0.45","80","-60","0.813"
"0.45","80","-40","0.818"
"0.45","80","-20","0.816"
"0.45","80","0","0.815"
"0.45","80","20","0.814"
"0.45","80","40","0.818"
"0.45","80","60","0.815"
"0.45","80","80","0.812"
"0.5","-80","-80","0.816"
"0.5","-80","-60","0.815"
"0.5","-80","-40","0.818"
"0.5","-80","-20","0.814"
"0.5","-80","0","0.817"
"0.5","-80","20","0.814"
"0.5","-80","40","0.814"
"0.5","-80","60","0.809"
"0.5","-80","80","0.815"
"0.5","-60","-80","0.813"
"0.5","-60","-60","0.808"
"0.5","-60","-40","0.81"
"0.5","-60","-20","0.813"
"0.5","-60","0","0.814"
"0.5","-60","20","0.81"
"0.5","-60","40","0.806"
"0.5","-60","60","0.81"
"0.5","-60","80","0.811"
"0.5","-40","-80","0.813"
"0.5","-40","-60","0.81"
"0.5","-40","-40","0.811"
"0.5","-40","-20","0.812"
"0.5","-40","0","0.813"
"0.5","-40","20","0.811"
"0.5","-40","40","0.808"
"0.5","-40","60","0.81"
"0.5","-40","80","0.81"
"0.5","-20","-80","0.813"
"0.5","-20","-60","0.812"
"0.5","-20","-40","0.813"
"0.5","-20","-20","0.809"
"0.5","-20","0","0.812"
"0.5","-20","20","0.813"
"0.5","-20","40","0.809"
"0.5","-20","60","0.808"
"0.5","-20","80","0.809"
"0.5","0","-80","0.811"
"0.5","0","-60","0.813"
"0.5","0","-40","0.816"
"0.5","0","-20","0.812"
"0.5","0","0","0.814"
"0.5","0","20","0.814"
"0.5","0","40","0.812"
"0.5","0","60","0.809"
"0.5","0","80","0.812"
"0.5","20","-80","0.812"
"0.5","20","-60","0.809"
"0.5","20","-40","0.811"
"0.5","20","-20","0.812"
"0.5","20","0","0.813"
"0.5","20","20","0.812"
"0.5","20","40","0.808"
"0.5","20","60","0.81"
"0.5","20","80","0.81"
"0.5","40","-80","0.813"
"0.5","40","-60","0.812"
"0.5","40","-40","0.814"
"0.5","40","-20","0.813"
"0.5","40","0","0.813"
"0.5","40","20","0.814"
"0.5","40","40","0.811"
"0.5","40","60","0.812"
"0.5","40","80","0.81"
"0.5","60","-80","0.818"
"0.5","60","-60","0.818"
"0.5","60","-40","0.818"
"0.5","60","-20","0.814"
"0.5","60","0","0.818"
"0.5","60","20","0.819"
"0.5","60","40","0.813"
"0.5","60","60","0.811"
"0.5","60","80","0.814"
"0.5","80","-80","0.815"
"0.5","80","-60","0.816"
"0.5","80","-40","0.816"
"0.5","80","-20","0.813"
"0.5","80","0","0.818"
"0.5","80","20","0.817"
"0.5","80","40","0.815"
"0.5","80","60","0.81"
"0.5","80","80","0.811"
"0.55","-80","-80","0.811"
"0.55","-80","-60","0.81"
"0.55","-80","-40","0.811"
"0.55","-80","-20","0.812"
"0.55","-80","0","0.812"
"0.55","-80","20","0.808"
"0.55","-80","40","0.808"
"0.55","-80","60","0.812"
"0.55","-80","80","0.811"
"0.55","-60","-80","0.81"
"0.55","-60","-60","0.808"
"0.55","-60","-40","0.809"
"0.55","-60","-20","0.806"
"0.55","-60","0","0.808"
"0.55","-60","20","0.807"
"0.55","-60","40","0.805"
"0.55","-60","60","0.805"
"0.55","-60","80","0.808"
"0.55","-40","-80","0.809"
"0.55","-40","-60","0.81"
"0.55","-40","-40","0.81"
"0.55","-40","-20","0.806"
"0.55","-40","0","0.811"
"0.55","-40","20","0.807"
"0.55","-40","40","0.808"
"0.55","-40","60","0.805"
"0.55","-40","80","0.809"
"0.55","-20","-80","0.806"
"0.55","-20","-60","0.81"
"0.55","-20","-40","0.81"
"0.55","-20","-20","0.808"
"0.55","-20","0","0.807"
"0.55","-20","20","0.808"
"0.55","-20","40","0.809"
"0.55","-20","60","0.807"
"0.55","-20","80","0.807"
"0.55","0","-80","0.809"
"0.55","0","-60","0.807"
"0.55","0","-40","0.809"
"0.55","0","-20","0.81"
"0.55","0","0","0.809"
"0.55","0","20","0.807"
"0.55","0","40","0.807"
"0.55","0","60","0.809"
"0.55","0","80","0.808"
"0.55","20","-80","0.809"
"0.55","20","-60","0.808"
"0.55","20","-40","0.809"
"0.55","20","-20","0.807"
"0.55","20","0","0.808"
"0.55","20","20","0.807"
"0.55","20","40","0.807"
"0.55","20","60","0.806"
"0.55","20","80","0.806"
"0.55","40","-80","0.808"
"0.55","40","-60","0.812"
"0.55","40","-40","0.811"
"0.55","40","-20","0.808"
"0.55","40","0","0.812"
"0.55","40","20","0.809"
"0.55","40","40","0.808"
"0.55","40","60","0.807"
"0.55","40","80","0.811"
"0.55","60","-80","0.812"
"0.55","60","-60","0.814"
"0.55","60","-40","0.814"
"0.55","60","-20","0.813"
"0.55","60","0","0.812"
"0.55","60","20","0.812"
"0.55","60","40","0.813"
"0.55","60","60","0.812"
"0.55","60","80","0.81"
"0.55","80","-80","0.814"
"0.55","80","-60","0.808"
"0.55","80","-40","0.807"
"0.55","80","-20","0.811"
"0.55","80","0","0.815"
"0.55","80","20","0.809"
"0.55","80","40","0.805"
"0.55","80","60","0.81"
"0.55","80","80","0.81"
"0.6","-80","-80","0.804"
"0.6","-80","-60","0.812"
"0.6","-80","-40","0.808"
"0.6","-80","-20","0.806"
"0.6","-80","0","0.805"
"0.6","-80","20","0.807"
"0.6","-80","40","0.807"
"0.6","-80","60","0.807"
"0.6","-80","80","0.806"
"0.6","-60","-80","0.805"
"0.6","-60","-60","0.812"
"0.6","-60","-40","0.811"
"0.6","-60","-20","0.807"
"0.6","-60","0","0.805"
"0.6","-60","20","0.81"
"0.6","-60","40","0.809"
"0.6","-60","60","0.807"
"0.6","-60","80","0.807"
"0.6","-40","-80","0.802"
"0.6","-40","-60","0.803"
"0.6","-40","-40","0.804"
"0.6","-40","-20","0.804"
"0.6","-40","0","0.802"
"0.6","-40","20","0.803"
"0.6","-40","40","0.802"
"0.6","-40","60","0.803"
"0.6","-40","80","0.803"
"0.6","-20","-80","0.803"
"0.6","-20","-60","0.804"
"0.6","-20","-40","0.804"
"0.6","-20","-20","0.804"
"0.6","-20","0","0.803"
"0.6","-20","20","0.803"
"0.6","-20","40","0.802"
"0.6","-20","60","0.803"
"0.6","-20","80","0.804"
"0.6","0","-80","0.8"
"0.6","0","-60","0.807"
"0.6","0","-40","0.805"
"0.6","0","-20","0.803"
"0.6","0","0","0.8"
"0.6","0","20","0.805"
"0.6","0","40","0.804"
"0.6","0","60","0.803"
"0.6","0","80","0.802"
"0.6","20","-80","0.805"
"0.6","20","-60","0.81"
"0.6","20","-40","0.81"
"0.6","20","-20","0.807"
"0.6","20","0","0.806"
"0.6","20","20","0.809"
"0.6","20","40","0.81"
"0.6","20","60","0.806"
"0.6","20","80","0.805"
"0.6","40","-80","0.804"
"0.6","40","-60","0.802"
"0.6","40","-40","0.804"
"0.6","40","-20","0.804"
"0.6","40","0","0.802"
"0.6","40","20","0.804"
"0.6","40","40","0.802"
"0.6","40","60","0.804"
"0.6","40","80","0.803"
"0.6","60","-80","0.81"
"0.6","60","-60","0.809"
"0.6","60","-40","0.809"
"0.6","60","-20","0.81"
"0.6","60","0","0.809"
"0.6","60","20","0.808"
"0.6","60","40","0.806"
"0.6","60","60","0.807"
"0.6","60","80","0.808"
"0.6","80","-80","0.803"
"0.6","80","-60","0.811"
"0.6","80","-40","0.807"
"0.6","80","-20","0.805"
"0.6","80","0","0.802"
"0.6","80","20","0.809"
"0.6","80","40","0.805"
"0.6","80","60","0.804"
"0.6","80","80","0.8"
"0.65","-80","-80","0.804"
"0.65","-80","-60","0.805"
"0.65","-80","-40","0.802"
"0.65","-80","-20","0.804"
"0.65","-80","0","0.804"
"0.65","-80","20","0.806"
"0.65","-80","40","0.803"
"0.65","-80","60","0.805"
"0.65","-80","80","0.805"
"0.65","-60","-80","0.807"
"0.65","-60","-60","0.804"
"0.65","-60","-40","0.804"
"0.65","-60","-20","0.805"
"0.65","-60","0","0.806"
"0.65","-60","20","0.805"
"0.65","-60","40","0.803"
"0.65","-60","60","0.804"
"0.65","-60","80","0.805"
"0.65","-40","-80","0.807"
"0.65","-40","-60","0.807"
"0.65","-40","-40","0.804"
"0.65","-40","-20","0.806"
"0.65","-40","0","0.806"
"0.65","-40","20","0.807"
"0.65","-40","40","0.805"
"0.65","-40","60","0.805"
"0.65","-40","80","0.805"
"0.65","-20","-80","0.8"
"0.65","-20","-60","0.801"
"0.65","-20","-40","0.802"
"0.65","-20","-20","0.802"
"0.65","-20","0","0.802"
"0.65","-20","20","0.804"
"0.65","-20","40","0.802"
"0.65","-20","60","0.801"
"0.65","-20","80","0.801"
"0.65","0","-80","0.799"
"0.65","0","-60","0.799"
"0.65","0","-40","0.8"
"0.65","0","-20","0.802"
"0.65","0","0","0.803"
"0.65","0","20","0.802"
"0.65","0","40","0.802"
"0.65","0","60","0.802"
"0.65","0","80","0.802"
"0.65","20","-80","0.805"
"0.65","20","-60","0.8"
"0.65","20","-40","0.802"
"0.65","20","-20","0.802"
"0.65","20","0","0.805"
"0.65","20","20","0.805"
"0.65","20","40","0.804"
"0.65","20","60","0.804"
"0.65","20","80","0.804"
"0.65","40","-80","0.808"
"0.65","40","-60","0.807"
"0.65","40","-40","0.806"
"0.65","40","-20","0.807"
"0.65","40","0","0.807"
"0.65","40","20","0.808"
"0.65","40","40","0.805"
"0.65","40","60","0.806"
"0.65","40","80","0.806"
"0.65","60","-80","0.805"
"0.65","60","-60","0.806"
"0.65","60","-40","0.808"
"0.65","60","-20","0.807"
"0.65","60","0","0.807"
"0.65","60","20","0.809"
"0.65","60","40","0.807"
"0.65","60","60","0.806"
"0.65","60","80","0.803"
"0.65","80","-80","0.804"
"0.65","80","-60","0.803"
"0.65","80","-40","0.802"
"0.65","80","-20","0.808"
"0.65","80","0","0.806"
"0.65","80","20","0.808"
"0.65","80","40","0.803"
"0.65","80","60","0.806"
"0.65","80","80","0.803"
"0.7","-80","-80","0.807"
"0.7","-80","-60","0.799"
"0.7","-80","-40","0.804"
"0.7","-80","-20","0.803"
"0.7","-80","0","0.803"
"0.7","-80","20","0.802"
"0.7","-80","40","0.804"
"0.7","-80","60","0.8"
"0.7","-80","80","0.8"
"0.7","-60","-80","0.803"
"0.7","-60","-60","0.797"
"0.7","-60","-40","0.801"
"0.7","-60","-20","0.801"
"0.7","-60","0","0.8"
"0.7","-60","20","0.8"
"0.7","-60","40","0.801"
"0.7","-60","60","0.797"
"0.7","-60","80","0.798"
"0.7","-40","-80","0.8"
"0.7","-40","-60","0.799"
"0.7","-40","-40","0.8"
"0.7","-40","-20","0.802"
"0.7","-40","0","0.8"
"0.7","-40","20","0.8"
"0.7","-40","40","0.801"
"0.7","-40","60","0.797"
"0.7","-40","80","0.796"
"0.7","-20","-80","0.805"
"0.7","-20","-60","0.798"
"0.7","-20","-40","0.803"
"0.7","-20","-20","0.8"
"0.7","-20","0","0.807"
"0.7","-20","20","0.802"
"0.7","-20","40","0.803"
"0.7","-20","60","0.798"
"0.7","-20","80","0.801"
"0.7","0","-80","0.802"
"0.7","0","-60","0.795"
"0.7","0","-40","0.8"
"0.7","0","-20","0.799"
"0.7","0","0","0.8"
"0.7","0","20","0.799"
"0.7","0","40","0.8"
"0.7","0","60","0.796"
"0.7","0","80","0.798"
"0.7","20","-80","0.801"
"0.7","20","-60","0.792"
"0.7","20","-40","0.799"
"0.7","20","-20","0.798"
"0.7","20","0","0.799"
"0.7","20","20","0.797"
"0.7","20","40","0.799"
"0.7","20","60","0.795"
"0.7","20","80","0.797"
"0.7","40","-80","0.8"
"0.7","40","-60","0.797"
"0.7","40","-40","0.8"
"0.7","40","-20","0.799"
"0.7","40","0","0.799"
"0.7","40","20","0.8"
"0.7","40","40","0.801"
"0.7","40","60","0.797"
"0.7","40","80","0.798"
"0.7","60","-80","0.809"
"0.7","60","-60","0.802"
"0.7","60","-40","0.809"
"0.7","60","-20","0.805"
"0.7","60","0","0.81"
"0.7","60","20","0.807"
"0.7","60","40","0.808"
"0.7","60","60","0.804"
"0.7","60","80","0.808"
"0.7","80","-80","0.808"
"0.7","80","-60","0.798"
"0.7","80","-40","0.804"
"0.7","80","-20","0.804"
"0.7","80","0","0.806"
"0.7","80","20","0.804"
"0.7","80","40","0.804"
"0.7","80","60","0.801"
"0.7","80","80","0.802"
"0.75","-80","-80","0.797"
"0.75","-80","-60","0.797"
"0.75","-80","-40","0.799"
"0.75","-80","-20","0.798"
"0.75","-80","0","0.795"
"0.75","-80","20","0.798"
"0.75","-80","40","0.798"
"0.75","-80","60","0.797"
"0.75","-80","80","0.798"
"0.75","-60","-80","0.799"
"0.75","-60","-60","0.797"
"0.75","-60","-40","0.801"
"0.75","-60","-20","0.797"
"0.75","-60","0","0.797"
"0.75","-60","20","0.798"
"0.75","-60","40","0.801"
"0.75","-60","60","0.794"
"0.75","-60","80","0.795"
"0.75","-40","-80","0.798"
"0.75","-40","-60","0.791"
"0.75","-40","-40","0.795"
"0.75","-40","-20","0.796"
"0.75","-40","0","0.797"
"0.75","-40","20","0.792"
"0.75","-40","40","0.796"
"0.75","-40","60","0.795"
"0.75","-40","80","0.797"
"0.75","-20","-80","0.797"
"0.75","-20","-60","0.793"
"0.75","-20","-40","0.798"
"0.75","-20","-20","0.799"
"0.75","-20","0","0.798"
"0.75","-20","20","0.797"
"0.75","-20","40","0.796"
"0.75","-20","60","0.798"
"0.75","-20","80","0.794"
"0.75","0","-80","0.793"
"0.75","0","-60","0.792"
"0.75","0","-40","0.796"
"0.75","0","-20","0.795"
"0.75","0","0","0.794"
"0.75","0","20","0.795"
"0.75","0","40","0.796"
"0.75","0","60","0.795"
"0.75","0","80","0.796"
"0.75","20","-80","0.796"
"0.75","20","-60","0.792"
"0.75","20","-40","0.797"
"0.75","20","-20","0.794"
"0.75","20","0","0.794"
"0.75","20","20","0.794"
"0.75","20","40","0.797"
"0.75","20","60","0.792"
"0.75","20","80","0.792"
"0.75","40","-80","0.798"
"0.75","40","-60","0.791"
"0.75","40","-40","0.796"
"0.75","40","-20","0.795"
"0.75","40","0","0.798"
"0.75","40","20","0.793"
"0.75","40","40","0.796"
"0.75","40","60","0.795"
"0.75","40","80","0.798"
"0.75","60","-80","0.802"
"0.75","60","-60","0.795"
"0.75","60","-40","0.802"
"0.75","60","-20","0.802"
"0.75","60","0","0.803"
"0.75","60","20","0.8"
"0.75","60","40","0.8"
"0.75","60","60","0.802"
"0.75","60","80","0.8"
"0.75","80","-80","0.799"
"0.75","80","-60","0.795"
"0.75","80","-40","0.8"
"0.75","80","-20","0.801"
"0.75","80","0","0.801"
"0.75","80","20","0.799"
"0.75","80","40","0.8"
"0.75","80","60","0.802"
"0.75","80","80","0.802"
